GioiTinh,TinhTrangHonNhan,NgheNghiep,KhuVuc,HinhThuc,Mang,TienDT,HonNhan
Nam,DangCoGiaDinh,VHNT,Nam,TraTruoc,VinaPhone,143,2
Nam,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,Mobiphone,192,1
Nam,ChuaLapGiaDinh,VHNT,Nam,TraTruoc,VinaPhone,183,1
Nam,DangCoGiaDinh,CongNhan,Bac,TraTruoc,Viettel,93,2
Nu,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Mobiphone,151,1
Nu,DangCoGiaDinh,HanhChinh,Nam,TraSau,Mobiphone,132,2
Nam,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,133,2
Nu,LyHon,TXTN,Trung,TraTruoc,Beeline,48,3
Nam,DangCoGiaDinh,CongNhan,Bac,TraTruoc,Mobiphone,188,2
Nam,LyHon,HanhChinh,Trung,TraSau,Mobiphone,10,3
Nam,ChuaLapGiaDinh,TXTN,Trung,TraSau,VinaPhone,61,1
Nu,ChuaLapGiaDinh,HSSV,Nam,TraTruoc,VinaPhone,109,1
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,98,2
Nam,ChuaLapGiaDinh,NCKH,Trung,TraTruoc,VinaPhone,190,1
Nam,ChuaLapGiaDinh,CongNhan,Bac,TraSau,Viettel,19,1
Nam,LyHon,TXTN,Bac,TraTruoc,S-Phone,89,3
Nu,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,Viettel,157,1
Nam,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Mobiphone,165,2
Nu,ChuaLapGiaDinh,LaoDongDacBiet,Nam,TraTruoc,VinaPhone,188,1
Nu,ChuaLapGiaDinh,CongNhan,Bac,TraTruoc,Mobiphone,189,1
Nu,DangCoGiaDinh,NCKH,Bac,TraSau,Mobiphone,82,2
Nam,DangCoGiaDinh,NCKH,Trung,TraSau,VinaPhone,29,2
Nam,DangCoGiaDinh,HanhChinh,Nam,TraSau,VinaPhone,220,2
Nam,DangCoGiaDinh,NCKH,Trung,TraTruoc,Mobiphone,94,2
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,103,2
Nu,DangCoGiaDinh,TXCN,Bac,TraSau,VinaPhone,123,2
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,VinaPhone,106,1
Nu,DangCoGiaDinh,HanhChinh,Nam,TraSau,Viettel,127,2
Nam,ChuaLapGiaDinh,HSSV,Trung,TraSau,VinaPhone,122,1
Nam,DangCoGiaDinh,VHNT,Bac,TraTruoc,VinaPhone,30,2
Nam,DangCoGiaDinh,KyThuat,Bac,TraTruoc,VinaPhone,109,2
Nam,ChuaLapGiaDinh,VHNT,Nam,TraTruoc,S-Phone,158,1
Nam,LyHon,KyThuat,Trung,TraSau,VinaPhone,111,3
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,VinaPhone,173,1
Nu,ChuaLapGiaDinh,CongNhan,Trung,TraSau,Mobiphone,70,1
Nam,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Viettel,51,1
Nam,ChuaLapGiaDinh,TXTN,Trung,TraSau,VinaPhone,175,1
Nu,DangCoGiaDinh,TXTN,Nam,TraTruoc,VinaPhone,179,2
Nam,DangCoGiaDinh,TXCN,Trung,TraTruoc,VinaPhone,104,2
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Mobiphone,165,1
Nam,DangCoGiaDinh,NCKH,Trung,TraSau,Viettel,93,2
Nam,ChuaLapGiaDinh,HSSV,Nam,TraSau,Viettel,137,1
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Viettel,92,2
Nam,DangCoGiaDinh,LaoDongDacBiet,Trung,TraTruoc,Mobiphone,88,2
Nam,DangCoGiaDinh,CongNhan,Bac,TraTruoc,VinaPhone,124,2
Nu,DangCoGiaDinh,CongNhan,Bac,TraSau,Viettel,28,2
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraSau,Viettel,42,1
Nam,ChuaLapGiaDinh,TXCN,Bac,TraSau,Viettel,118,1
Nam,DangCoGiaDinh,TXTN,Bac,TraSau,Mobiphone,134,2
Nam,DangCoGiaDinh,VHNT,Bac,TraTruoc,Mobiphone,80,2
Nu,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Mobiphone,134,1
Nu,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Mobiphone,31,2
Nu,LyHon,TXTN,Nam,TraTruoc,VinaPhone,102,3
Nu,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Mobiphone,62,2
Nam,DangCoGiaDinh,TXTN,Nam,TraSau,Viettel,120,2
Nam,DangCoGiaDinh,TXCN,Nam,TraSau,EVNTelecom,180,2
Nu,ChuaLapGiaDinh,VHNT,Nam,TraTruoc,Viettel,115,1
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,VinaPhone,92,2
Nu,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,96,2
Nam,ChuaLapGiaDinh,CongNhan,Bac,TraTruoc,VinaPhone,175,1
Nu,DangCoGiaDinh,HanhChinh,Bac,TraSau,Mobiphone,53,2
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,VinaPhone,231,1
Nam,DangCoGiaDinh,HanhChinh,Trung,TraSau,VinaPhone,137,2
Nam,DangCoGiaDinh,TXCN,Trung,TraTruoc,VinaPhone,54,2
Nam,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,Mobiphone,71,1
Nu,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,VinaPhone,106,1
Nam,DangCoGiaDinh,VHNT,Nam,TraTruoc,VinaPhone,55,2
Nam,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,119,2
Nam,LyHon,KyThuat,Bac,TraTruoc,Mobiphone,73,3
Nam,DangCoGiaDinh,VHNT,Trung,TraTruoc,Mobiphone,81,2
Nam,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Viettel,125,2
Nu,DangCoGiaDinh,TXTN,Nam,TraSau,Viettel,185,2
Nam,DangCoGiaDinh,TXTN,Nam,TraTruoc,Mobiphone,182,2
Nam,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Viettel,61,2
Nam,DangCoGiaDinh,TXTN,Bac,TraTruoc,Viettel,79,2
Nu,ChuaLapGiaDinh,HSSV,Bac,TraSau,Viettel,141,1
Nam,ChuaLapGiaDinh,TXTN,Bac,TraSau,Viettel,78,1
Nu,DangCoGiaDinh,CongNhan,Trung,TraSau,Viettel,144,2
Nam,ChuaLapGiaDinh,VHNT,Bac,TraSau,Mobiphone,126,1
Nu,LyHon,KyThuat,Bac,TraSau,Viettel,95,3
Nam,DangCoGiaDinh,KyThuat,Bac,TraSau,VinaPhone,73,2
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,177,1
Nam,DangCoGiaDinh,KyThuat,Bac,TraSau,Vietnamobile,133,2
Nu,DangCoGiaDinh,NCKH,Trung,TraSau,Mobiphone,180,2
Nam,DangCoGiaDinh,LaoDongDacBiet,Nam,TraTruoc,VinaPhone,182,2
Nu,DangCoGiaDinh,VHNT,Nam,TraTruoc,Viettel,99,2
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,VinaPhone,65,1
Nu,DangCoGiaDinh,HanhChinh,Trung,TraSau,VinaPhone,17,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraSau,Viettel,55,2
Nu,LyHon,TXCN,Trung,TraSau,Viettel,88,3
Nu,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Viettel,122,1
Nu,DangCoGiaDinh,HanhChinh,Bac,TraSau,Viettel,56,2
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Viettel,52,1
Nam,DangCoGiaDinh,HSSV,Trung,TraTruoc,Viettel,42,2
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,Viettel,126,2
Nu,DangCoGiaDinh,KyThuat,Bac,TraSau,VinaPhone,111,2
Nam,DangCoGiaDinh,CongNhan,Trung,TraSau,Mobiphone,87,2
Nam,LyHon,CongNhan,Nam,TraTruoc,VinaPhone,78,3
Nu,ChuaLapGiaDinh,VHNT,Bac,TraTruoc,VinaPhone,124,1
Nam,ChuaLapGiaDinh,CongNhan,Trung,TraTruoc,Viettel,94,1
Nam,LyHon,TXCN,Nam,TraTruoc,Mobiphone,178,3
Nu,ChuaLapGiaDinh,CongNhan,Trung,TraSau,VinaPhone,111,1
Nam,DangCoGiaDinh,TXTN,Trung,TraTruoc,Viettel,147,2
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,170,2
Nam,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,Viettel,258,1
Nu,ChuaLapGiaDinh,TXTN,Bac,TraSau,VinaPhone,106,1
Nu,LyHon,KyThuat,Nam,TraTruoc,VinaPhone,233,3
Nu,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,Viettel,139,2
Nu,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,Mobiphone,72,1
Nam,DangCoGiaDinh,HanhChinh,Nam,TraSau,Mobiphone,111,2
Nam,DangCoGiaDinh,TXCN,Trung,TraTruoc,VinaPhone,118,2
Nu,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,101,2
Nu,LyHon,KyThuat,Bac,TraTruoc,Mobiphone,140,3
Nam,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Viettel,106,2
Nam,ChuaLapGiaDinh,TXTN,Trung,TraSau,Viettel,107,1
Nam,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,128,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Viettel,190,2
Nu,ChuaLapGiaDinh,VHNT,Bac,TraTruoc,Viettel,54,1
Nam,ChuaLapGiaDinh,KyThuat,Trung,TraTruoc,VinaPhone,194,1
Nam,DangCoGiaDinh,HanhChinh,Bac,TraSau,VinaPhone,46,2
Nu,LyHon,HanhChinh,Nam,TraTruoc,Mobiphone,158,3
Nu,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,Viettel,157,1
Nam,DangCoGiaDinh,TXTN,Bac,TraSau,Mobiphone,65,2
Nam,DangCoGiaDinh,VHNT,Nam,TraTruoc,EVNTelecom,204,2
Nam,DangCoGiaDinh,VHNT,Bac,TraTruoc,VinaPhone,104,2
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,Viettel,169,2
Nam,DangCoGiaDinh,TXCN,Bac,TraSau,VinaPhone,148,2
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,89,1
Nam,LyHon,KyThuat,Nam,TraTruoc,VinaPhone,196,3
Nu,ChuaLapGiaDinh,KyThuat,Bac,TraTruoc,VinaPhone,87,1
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,VinaPhone,39,1
Nam,ChuaLapGiaDinh,HSSV,Nam,TraSau,Mobiphone,261,1
Nam,ChuaLapGiaDinh,VHNT,Trung,TraSau,Beeline,112,1
Nu,DangCoGiaDinh,CongNhan,Nam,TraSau,VinaPhone,162,2
Nam,DangCoGiaDinh,CongNhan,Bac,TraTruoc,Mobiphone,58,2
Nam,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,132,1
Nam,ChuaLapGiaDinh,HSSV,Nam,TraTruoc,EVNTelecom,132,1
Nu,LyHon,TXCN,Nam,TraTruoc,Viettel,194,3
Nam,DangCoGiaDinh,CongNhan,Bac,TraSau,VinaPhone,156,2
Nam,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,Viettel,95,1
Nam,LyHon,LaoDongDacBiet,Nam,TraSau,VinaPhone,173,3
Nam,LyHon,TXCN,Trung,TraTruoc,VinaPhone,137,3
Nu,DangCoGiaDinh,VHNT,Bac,TraTruoc,Mobiphone,58,2
Nam,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Viettel,165,2
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,VinaPhone,122,1
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Viettel,94,2
Nu,DangCoGiaDinh,CongNhan,Nam,TraSau,Viettel,222,2
Nu,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,Mobiphone,78,1
Nam,DangCoGiaDinh,KyThuat,Bac,TraTruoc,S-Phone,94,2
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,EVNTelecom,141,2
Nu,LyHon,VHNT,Trung,TraTruoc,VinaPhone,56,3
Nam,DangCoGiaDinh,HSSV,Bac,TraTruoc,Viettel,48,2
Nam,ChuaLapGiaDinh,HSSV,Nam,TraTruoc,Viettel,196,1
Nam,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,105,2
Nu,DangCoGiaDinh,KyThuat,Bac,TraTruoc,Viettel,100,2
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,VinaPhone,133,1
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,110,2
Nu,ChuaLapGiaDinh,CongNhan,Trung,TraTruoc,Mobiphone,108,1
Nu,DangCoGiaDinh,TXCN,Bac,TraSau,Viettel,22,2
Nam,DangCoGiaDinh,HanhChinh,Trung,TraSau,Mobiphone,136,2
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Viettel,123,1
Nu,LyHon,KyThuat,Bac,TraSau,Mobiphone,77,3
Nu,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,Vietnamobile,134,1
Nam,DangCoGiaDinh,KyThuat,Trung,TraTruoc,Viettel,116,2
Nu,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,VinaPhone,101,1
Nu,LyHon,KyThuat,Nam,TraTruoc,Mobiphone,218,3
Nu,DangCoGiaDinh,TXTN,Nam,TraTruoc,Viettel,97,2
Nu,ChuaLapGiaDinh,KyThuat,Bac,TraTruoc,Mobiphone,104,1
Nu,DangCoGiaDinh,VHNT,Bac,TraSau,Vietnamobile,61,2
Nu,ChuaLapGiaDinh,CongNhan,Bac,TraTruoc,VinaPhone,171,1
Nam,DangCoGiaDinh,TXCN,Trung,TraTruoc,Mobiphone,172,2
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,126,1
Nu,DangCoGiaDinh,KyThuat,Trung,TraTruoc,Viettel,187,2
Nu,DangCoGiaDinh,CongNhan,Bac,TraSau,VinaPhone,17,2
Nu,DangCoGiaDinh,CongNhan,Bac,TraTruoc,S-Phone,51,2
Nam,DangCoGiaDinh,VHNT,Bac,TraTruoc,Viettel,119,2
Nu,ChuaLapGiaDinh,HSSV,Trung,TraTruoc,VinaPhone,100,1
Nam,DangCoGiaDinh,LaoDongDacBiet,Nam,TraTruoc,VinaPhone,214,2
Nam,DangCoGiaDinh,CongNhan,Bac,TraSau,Viettel,109,2
Nam,ChuaLapGiaDinh,TXCN,Bac,TraSau,VinaPhone,167,1
Nam,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,Viettel,197,1
Nu,DangCoGiaDinh,VHNT,Bac,TraTruoc,Viettel,224,2
Nam,LyHon,CongNhan,Nam,TraTruoc,Vietnamobile,135,3
Nam,DangCoGiaDinh,TXCN,Trung,TraTruoc,Mobiphone,228,2
Nam,DangCoGiaDinh,CongNhan,Nam,TraTruoc,VinaPhone,172,2
Nam,DangCoGiaDinh,KyThuat,Trung,TraSau,Viettel,85,2
Nu,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,163,1
Nu,ChuaLapGiaDinh,KyThuat,Nam,TraSau,Mobiphone,93,1
Nam,DangCoGiaDinh,VHNT,Bac,TraTruoc,Mobiphone,176,2
Nu,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,VinaPhone,159,1
Nu,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,72,2
Nu,DangCoGiaDinh,CongNhan,Nam,TraSau,Viettel,189,2
Nam,ChuaLapGiaDinh,KyThuat,Bac,TraSau,Mobiphone,66,1
Nu,ChuaLapGiaDinh,VHNT,Bac,TraTruoc,Mobiphone,99,1
Nu,DangCoGiaDinh,TXCN,Bac,TraTruoc,Viettel,96,2
Nu,ChuaLapGiaDinh,VHNT,Trung,TraSau,Viettel,64,1
Nam,DangCoGiaDinh,CongNhan,Bac,TraSau,Viettel,80,2
Nu,LyHon,HanhChinh,Bac,TraTruoc,Viettel,71,3
Nam,DangCoGiaDinh,TXCN,Trung,TraTruoc,Mobiphone,129,2
Nu,DangCoGiaDinh,TXTN,Bac,TraTruoc,Viettel,52,2
Nu,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,Viettel,121,1
Nu,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,Viettel,79,1
Nu,ChuaLapGiaDinh,VHNT,Trung,TraTruoc,EVNTelecom,203,1
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraSau,Mobiphone,112,1
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,Viettel,94,1
Nam,DangCoGiaDinh,KyThuat,Nam,TraSau,Mobiphone,139,2
Nam,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,107,2
Nu,DangCoGiaDinh,TXCN,Nam,TraSau,Mobiphone,102,2
Nam,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Vietnamobile,129,1
Nam,ChuaLapGiaDinh,VHNT,Trung,TraTruoc,S-Phone,167,1
Nu,ChuaLapGiaDinh,TXTN,Bac,TraSau,Mobiphone,100,1
Nu,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Mobiphone,36,1
Nu,DangCoGiaDinh,VHNT,Trung,TraTruoc,Mobiphone,153,2
Nu,DangCoGiaDinh,KyThuat,Bac,TraSau,Mobiphone,146,2
Nu,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Mobiphone,193,2
Nu,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Mobiphone,206,2
Nam,DangCoGiaDinh,HSSV,Nam,TraTruoc,VinaPhone,185,2
Nam,LyHon,KyThuat,Trung,TraTruoc,EVNTelecom,111,3
Nu,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Viettel,140,1
Nam,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,Mobiphone,130,1
Nam,DangCoGiaDinh,CongNhan,Nam,TraTruoc,VinaPhone,154,2
Nam,DangCoGiaDinh,KyThuat,Bac,TraTruoc,Mobiphone,45,2
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,196,2
Nam,ChuaLapGiaDinh,CongNhan,Bac,TraSau,Mobiphone,166,1
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraSau,Mobiphone,174,1
Nam,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,VinaPhone,78,1
Nu,DangCoGiaDinh,KyThuat,Trung,TraTruoc,Mobiphone,86,2
Nam,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,VinaPhone,147,1
Nam,DangCoGiaDinh,VHNT,Trung,TraTruoc,VinaPhone,128,2
Nam,DangCoGiaDinh,HanhChinh,Trung,TraSau,VinaPhone,107,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Viettel,86,2
Nam,DangCoGiaDinh,LaoDongDacBiet,Bac,TraTruoc,Mobiphone,169,2
Nu,LyHon,TXTN,Bac,TraSau,VinaPhone,88,3
Nu,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,96,1
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Viettel,156,2
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,VinaPhone,123,1
Nam,DangCoGiaDinh,CongNhan,Trung,TraSau,VinaPhone,189,2
Nam,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,Vietnamobile,82,1
Nam,DangCoGiaDinh,TXTN,Nam,TraSau,VinaPhone,171,2
Nam,DangCoGiaDinh,VHNT,Trung,TraSau,Viettel,194,2
Nam,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Mobiphone,158,2
Nu,ChuaLapGiaDinh,VHNT,Nam,TraSau,Viettel,120,1
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraSau,Viettel,86,1
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,160,2
Nu,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,210,1
Nu,ChuaLapGiaDinh,CongNhan,Bac,TraTruoc,VinaPhone,169,1
Nu,ChuaLapGiaDinh,CongNhan,Trung,TraSau,VinaPhone,136,1
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,96,1
Nu,ChuaLapGiaDinh,NCKH,Bac,TraTruoc,Vietnamobile,102,1
Nu,ChuaLapGiaDinh,KyThuat,Trung,TraTruoc,VinaPhone,97,1
Nam,ChuaLapGiaDinh,NCKH,Trung,TraTruoc,VinaPhone,64,1
Nam,ChuaLapGiaDinh,NCKH,Bac,TraTruoc,Viettel,49,1
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,Viettel,51,2
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,Mobiphone,159,1
Nam,DangCoGiaDinh,LaoDongDacBiet,Nam,TraSau,Viettel,195,2
Nu,DangCoGiaDinh,LaoDongDacBiet,Bac,TraTruoc,VinaPhone,146,2
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,S-Phone,75,1
Nam,DangCoGiaDinh,KyThuat,Trung,TraSau,Viettel,175,2
Nam,ChuaLapGiaDinh,TXCN,Trung,TraSau,Mobiphone,83,1
Nu,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,208,1
Nam,DangCoGiaDinh,VHNT,Trung,TraSau,VinaPhone,80,2
Nam,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Viettel,198,1
Nu,LyHon,HanhChinh,Trung,TraTruoc,Viettel,79,3
Nam,DangCoGiaDinh,TXTN,Trung,TraTruoc,VinaPhone,122,2
Nu,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,VinaPhone,152,2
Nu,DangCoGiaDinh,HanhChinh,Trung,TraSau,VinaPhone,86,2
Nu,DangCoGiaDinh,CongNhan,Bac,TraTruoc,Viettel,58,2
Nu,DangCoGiaDinh,VHNT,Trung,TraTruoc,Mobiphone,141,2
Nam,ChuaLapGiaDinh,TXTN,Nam,TraSau,VinaPhone,167,1
Nu,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,90,1
Nu,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,132,1
Nam,ChuaLapGiaDinh,KyThuat,Bac,TraSau,Viettel,212,1
Nam,LyHon,KyThuat,Nam,TraTruoc,VinaPhone,97,3
Nam,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Mobiphone,95,2
Nam,LyHon,CongNhan,Trung,TraTruoc,Viettel,154,3
Nam,DangCoGiaDinh,HanhChinh,Bac,TraSau,Mobiphone,82,2
Nam,ChuaLapGiaDinh,VHNT,Bac,TraSau,VinaPhone,57,1
Nam,DangCoGiaDinh,LaoDongDacBiet,Trung,TraSau,VinaPhone,71,2
Nu,DangCoGiaDinh,KyThuat,Bac,TraSau,Viettel,62,2
Nam,DangCoGiaDinh,VHNT,Bac,TraSau,Mobiphone,87,2
Nu,ChuaLapGiaDinh,VHNT,Trung,TraSau,Beeline,159,1
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,EVNTelecom,250,2
Nu,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Mobiphone,13,1
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,122,2
Nu,DangCoGiaDinh,KyThuat,Trung,TraTruoc,VinaPhone,17,2
Nam,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,Viettel,140,1
Nam,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Viettel,176,1
Nu,DangCoGiaDinh,TXCN,Nam,TraSau,Vietnamobile,118,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraSau,VinaPhone,113,2
Nam,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Beeline,127,2
Nam,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,VinaPhone,157,2
Nu,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Mobiphone,183,2
Nam,LyHon,HSSV,Trung,TraTruoc,Viettel,88,3
Nam,DangCoGiaDinh,VHNT,Bac,TraSau,VinaPhone,93,2
Nu,ChuaLapGiaDinh,CongNhan,Trung,TraTruoc,Viettel,189,1
Nu,DangCoGiaDinh,TXTN,Bac,TraTruoc,Viettel,131,2
Nu,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Viettel,47,1
Nam,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,119,1
Nam,DangCoGiaDinh,TXCN,Bac,TraTruoc,Mobiphone,72,2
Nu,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,VinaPhone,131,2
Nam,DangCoGiaDinh,NCKH,Bac,TraSau,Viettel,72,2
Nam,DangCoGiaDinh,VHNT,Trung,TraTruoc,Viettel,160,2
Nam,LyHon,TXTN,Nam,TraSau,Mobiphone,106,3
Nu,LyHon,TXTN,Trung,TraTruoc,VinaPhone,231,3
Nam,DangCoGiaDinh,TXCN,Trung,TraTruoc,Viettel,51,2
Nu,LyHon,KyThuat,Trung,TraTruoc,VinaPhone,52,3
Nam,DangCoGiaDinh,TXTN,Nam,TraSau,Viettel,179,2
Nu,LyHon,TXCN,Bac,TraSau,Viettel,171,3
Nam,DangCoGiaDinh,KyThuat,Nam,TraSau,Mobiphone,120,2
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,Viettel,121,1
Nu,ChuaLapGiaDinh,CongNhan,Bac,TraTruoc,Mobiphone,100,1
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,98,1
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Viettel,154,1
Nam,ChuaLapGiaDinh,CongNhan,Trung,TraTruoc,Mobiphone,143,1
Nam,DangCoGiaDinh,KyThuat,Trung,TraTruoc,Viettel,134,2
Nam,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,Viettel,107,1
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Mobiphone,68,1
Nu,DangCoGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,123,2
Nu,ChuaLapGiaDinh,CongNhan,Trung,TraTruoc,Mobiphone,79,1
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,S-Phone,200,2
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,75,1
Nu,DangCoGiaDinh,CongNhan,Trung,TraSau,Mobiphone,120,2
Nu,DangCoGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,209,2
Nam,DangCoGiaDinh,HSSV,Bac,TraTruoc,Mobiphone,20,2
Nu,DangCoGiaDinh,NCKH,Nam,TraSau,VinaPhone,206,2
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,136,2
Nu,ChuaLapGiaDinh,TXCN,Nam,TraSau,Mobiphone,188,1
Nu,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Viettel,174,1
Nam,LyHon,TXTN,Nam,TraTruoc,VinaPhone,245,3
Nu,DangCoGiaDinh,HanhChinh,Nam,TraSau,VinaPhone,158,2
Nu,DangCoGiaDinh,CongNhan,Bac,TraTruoc,Viettel,90,2
Nam,DangCoGiaDinh,HanhChinh,Nam,TraSau,Viettel,85,2
Nu,LyHon,KyThuat,Nam,TraTruoc,Mobiphone,110,3
Nam,ChuaLapGiaDinh,TXCN,Trung,TraSau,Mobiphone,119,1
